,Region,Sex,Year,MortalityRate,MortalityRate_Total,MortalityRate_Percentage
242,Western Pacific,Male,2000,30.024814814814814,1373.4018518518517,2.1874074074074077
243,Western Pacific,Male,2001,29.10222222222222,1373.4018518518517,2.1103703703703705
244,Western Pacific,Male,2002,28.278888888888886,1373.4018518518517,2.045185185185185
245,Western Pacific,Male,2003,27.392222222222223,1373.4018518518517,1.978148148148148
246,Western Pacific,Male,2004,26.650740740740744,1373.4018518518517,1.9207407407407406
247,Western Pacific,Male,2005,25.980740740740742,1373.4018518518517,1.8696296296296295
248,Western Pacific,Male,2006,25.356666666666666,1373.4018518518517,1.8222222222222224
249,Western Pacific,Male,2007,24.764814814814812,1373.4018518518517,1.777037037037037
250,Western Pacific,Male,2008,24.17962962962963,1373.4018518518517,1.7374074074074075
251,Western Pacific,Male,2009,23.66333333333333,1373.4018518518517,1.7029629629629628
252,Western Pacific,Male,2010,22.98,1373.4018518518517,1.654074074074074
253,Western Pacific,Male,2011,22.375185185185185,1373.4018518518517,1.6137037037037036
254,Western Pacific,Male,2012,21.794444444444448,1373.4018518518517,1.5740740740740742
255,Western Pacific,Male,2013,21.22740740740741,1373.4018518518517,1.537037037037037
256,Western Pacific,Male,2014,20.69925925925926,1373.4018518518517,1.5033333333333334
257,Western Pacific,Male,2015,20.193703703703704,1373.4018518518517,1.472962962962963
258,Western Pacific,Male,2016,19.704074074074075,1373.4018518518517,1.442962962962963
259,Western Pacific,Male,2017,19.219259259259257,1373.4018518518517,1.4114814814814816
260,Western Pacific,Male,2018,18.738888888888887,1373.4018518518517,1.3814814814814813
261,Western Pacific,Male,2019,18.264814814814816,1373.4018518518517,1.3485185185185184
262,Western Pacific,Male,2020,17.795555555555556,1373.4018518518517,1.3144444444444445
263,Western Pacific,Male,2021,17.315555555555555,1373.4018518518517,1.2803703703703704
